VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
2242,DELICATO VINEYARDS INC,16318,Noble Vines 667 Pnt Nr Mntry,7.79,11.99,750.0,14864,115790.55999999926,7508.0,92252.92000000234,49699.71999999908,834.7400000000483,15965.299999999994,-23537.639999996914,-25.514249305058655,0.5051130247578041,0.7967222889327328
9165,ULTRA BEVERAGE COMPANY LLP,3764,Patron Reposado Tequila,20.76,28.99,375.0,5576,115757.75999999949,2436.0,68371.63999999929,58365.259999998976,952.739999999977,136109.40000000005,-47386.1200000002,-69.30668914772366,0.4368723098995696,0.5906441175088356
8673,STE MICHELLE WINE ESTATES,14972,Nicolas Feuillatte Brut,21.47,32.99,750.0,5388,115680.35999999972,2230.0,73523.70000000011,37158.72000000042,248.08000000000408,31839.40000000002,-42156.65999999961,-57.337511577898745,0.41388270230141055,0.6355763415674043
9165,ULTRA BEVERAGE COMPANY LLP,6980,Midnight Moon Blueberry,13.96,18.99,750.0,8284,115644.63999999833,4520.0,90354.80000000299,77641.160000001,3565.9399999999273,136109.40000000005,-25289.83999999534,-27.98948146639083,0.5456301303718011,0.781314205310374
8920,TAKARA SAKE USA INC,8621,Sho Chiku Bai Takara Sake,4.59,6.29,750.0,25180,115576.20000000249,12562.0,79014.98000000099,37727.42000000405,9892.520000000108,465.9799999999999,-36561.2200000015,-46.271251350061775,0.4988880063542494,0.6836613420410023
9165,ULTRA BEVERAGE COMPANY LLP,9116,KAH Tequila 3/50mLs Pak,18.51,24.99,50.0,6240,115502.40000000001,410.0,10245.899999999974,4598.159999999978,21.14000000000005,136109.40000000005,-105256.50000000003,-1027.3036043685795,0.06570512820512821,0.08870724764160721
4425,MARTIGNETTI COMPANIES,35411,Yellow Tail Chard Ausl,4.69,6.99,750.0,24620,115467.79999999792,12740.0,96702.60000000417,43297.080000000344,1419.7999999999624,289858.48000000004,-18765.199999993754,-19.405062531920493,0.5174654752233956,0.8374854288382207
8352,LUXCO INC,15156,Yago Sant'Gria Red,8.84,14.49,3000.0,13060,115450.40000000129,6506.0,96369.94000000325,65948.45999999724,2927.69999999994,20523.199999999997,-19080.459999998042,-19.799182193116856,0.4981623277182236,0.8347302391330145
8664,"STOLI GROUP,(USA) LLC",15146,Achaval Ferrer Malbec,12.92,19.99,750.0,8932,115401.43999999853,4298.0,83891.02000000134,47913.539999999535,477.68000000001877,37088.97999999999,-31510.41999999719,-37.56113586412072,0.48119122257053293,0.7269495077357996
3664,WILLIAM GRANT & SONS INC,4235,Sailor Jerry Spiced Rum,7.57,9.99,375.0,15244,115397.07999999943,5504.0,54984.95999999967,38701.26000000111,2157.5000000000896,60468.84000000003,-60412.11999999976,-109.87026270456526,0.36106008921542904,0.47648484693026844
4425,MARTIGNETTI COMPANIES,17756,Cline Cool Climate Pnt Nr,9.8,15.99,750.0,11760,115248.00000000179,5790.0,92304.10000000251,55781.01999999855,642.6000000000358,289858.48000000004,-22943.89999999928,-24.85685901276179,0.4923469387755102,0.8009171525753251
3252,E & J GALLO WINERY,6755,Peter Vella Chablis B/B,10.34,14.99,5000.0,11144,115228.96000000091,5528.0,82864.7200000011,46978.65999999961,4146.0,123933.81999999999,-32364.2399999998,-39.056717985651034,0.49605168700646085,0.719131024006469
1128,BROWN-FORMAN CORP,1906,Jack Daniels Tenn Fire VAP,19.69,25.99,750.0,5852,115225.8799999995,2914.0,67028.85999999984,46969.57999999975,2296.0599999999567,137203.36000000002,-48197.019999999655,-71.9048779883766,0.4979494190020506,0.5817170587024385
9815,WINE GROUP INC,41711,Fish Eye Cab Svgn,3.22,4.99,750.0,35784,115224.47999999781,17960.0,97806.40000000787,52246.53999999713,1996.5999999997919,54200.81999999998,-17418.079999989946,-17.80873235288135,0.501900290632685,0.8488335117677227
4425,MARTIGNETTI COMPANIES,15233,Flowers Chard Sonoma Cst,29.21,49.99,750.0,3944,115204.2400000003,1686.0,78483.14000000036,40871.240000000136,187.4600000000018,289858.48000000004,-36721.09999999993,-46.7885204389118,0.4274847870182556,0.6812521830793742
1392,CONSTELLATION BRANDS INC,4386,Casa Noble Reposado,34.34,49.99,750.0,3352,115107.67999999909,1354.0,62826.4599999996,51078.9599999997,1068.1799999999876,159057.9800000001,-52281.21999999949,-83.21528859018927,0.4039379474940334,0.5458059792361387
660,SAZERAC NORTH AMERICA INC.,5606,Montezuma Blue Tequila Liqu,7.19,9.99,1750.0,15948,114666.11999999915,7928.0,79200.7200000002,6013.979999999915,14566.320000000034,35864.65999999999,-35465.39999999895,-44.7791383714679,0.49711562578379737,0.6907072463950188
17035,PERNOD RICARD USA,6596,Kenwood Svgn Bl Sonoma,5.97,11.99,750.0,19200,114623.99999999911,9314.0,100684.86000000358,51484.47999999857,1036.5600000000525,247560.43999999992,-13939.139999995532,-13.844325750659072,0.48510416666666667,0.8783924832496193
6785,PALM BAY INTERNATIONAL INC,25603,Verrazzano Chianti Clsc,11.4,17.99,750.0,10052,114592.80000000121,4986.0,88844.14000000148,47371.419999999634,554.2400000000234,27210.819999999992,-25748.659999999727,-28.981832679115694,0.49602069239952246,0.7753029858769533
8004,SAZERAC CO INC,5087,Dr McGillicuddy's Peach,9.35,15.99,750.0,12244,114481.39999999947,4554.0,64118.45999999917,46592.879999999626,3589.859999999964,100587.24000000002,-50362.9400000003,-78.54670870136455,0.371937275400196,0.5600775322454081
9165,ULTRA BEVERAGE COMPANY LLP,19989,Querceto Sangiovese,5.26,7.99,750.0,21764,114478.64000000001,10670.0,74889.3000000009,19963.520000000375,1195.7800000000047,136109.40000000005,-39589.33999999911,-52.86381365562054,0.4902591435397905,0.6541770587072042
12546,JIM BEAM BRANDS COMPANY,1347,Bakers Bourbon,31.24,39.99,750.0,3664,114463.36000000058,2442.0,97655.58000000217,80939.76000000093,1926.159999999954,247761.94,-16807.779999998413,-17.21128480318077,0.6664847161572053,0.8531601728273718
3252,E & J GALLO WINERY,19545,Darkhorse Red,5.29,7.99,750.0,21620,114369.7999999991,10348.0,82680.5200000022,44328.519999999946,1150.9800000000305,123933.81999999999,-31689.2799999969,-38.32738352394984,0.4786308973172988,0.7229226596531851
4425,MARTIGNETTI COMPANIES,32090,Rutherford Ranch Cab Svgn,11.68,18.99,750.0,9768,114090.24000000168,4742.0,101790.58000000253,63320.53999999812,525.9000000000259,289858.48000000004,-12299.659999999145,-12.08329886714354,0.48546273546273544,0.8921935829042085
4425,MARTIGNETTI COMPANIES,26708,Monte del Fra Amarone Valpol,44.82,64.99,750.0,2544,114022.08,520.0,28165.80000000006,6481.639999999979,58.19999999999994,289858.48000000004,-85856.27999999994,-304.82457448394774,0.20440251572327045,0.2470205770671791
9744,FREDERICK WILDMAN & SONS,26885,Jolivet Sancerre,13.07,19.99,750.0,8720,113970.39999999871,4172.0,85186.2800000009,43454.72000000005,464.1200000000155,7999.860000000002,-28784.119999997813,-33.78961964297245,0.47844036697247705,0.7474421428722007
11567,CAMPARI AMERICA,4480,Appleton Special Gold Rum,9.92,12.99,750.0,11488,113960.95999999803,6262.0,88111.38000000342,71309.35999999908,4938.95999999987,41929.62000000001,-25849.579999994603,-29.337390924978813,0.5450905292479109,0.7731716194739404
1392,CONSTELLATION BRANDS INC,15892,Red Guitar Sangria,3.37,4.99,750.0,33804,113919.480000004,16618.0,87131.82000000411,41546.900000000875,1851.4799999998718,159057.9800000001,-26787.659999999887,-30.743831587586058,0.491598627381375,0.764854439293447
17033,SEA BREEZE CELLARS LLC,36284,Gruet Brut New Mexico,7.89,14.99,750.0,14372,113395.0799999984,6832.0,109707.68000000261,51900.11999999901,761.2000000000314,1099.1000000000001,-3687.3999999957887,-3.361113825390985,0.475368772613415,0.9674818343088973
2000,SOUTHERN WINE & SPIRITS NE,11238,Willamette Whole Clst Pnt Nr,13.24,20.99,750.0,8564,113387.36000000068,4070.0,86365.30000000128,50520.29999999941,451.9200000000181,38033.180000000015,-27022.0599999994,-31.288098345051772,0.47524521251751517,0.761683665621995
9744,FREDERICK WILDMAN & SONS,6692,Jaboulet Cotes du Rhone Par,6.68,11.99,750.0,16964,113319.52000000086,6942.0,77234.74000000062,32516.720000001493,774.6200000000301,7999.860000000002,-36084.780000000246,-46.72091859181498,0.40921952369724124,0.6815660708764035
1392,CONSTELLATION BRANDS INC,38348,Nobilo Icon Svgn Bl Marlboro,9.26,13.99,750.0,12224,113194.23999999797,5902.0,83260.9800000016,44310.71999999999,656.6800000000313,159057.9800000001,-29933.25999999637,-35.95112620581189,0.48282068062827227,0.7355584524442507
17035,PERNOD RICARD USA,1339,The Glenlivet 12 Yr Single,35.38,47.99,1000.0,3196,113074.47999999959,1674.0,79461.26000000043,55908.2199999995,1757.6999999999707,247560.43999999992,-33613.21999999916,-42.301393156865345,0.5237797246558198,0.7027338087250167
9819,TREASURY WINE ESTATES,25538,St Clement Svgn Bl,8.27,11.99,750.0,13648,112868.96000000034,6172.0,74002.28000000078,33643.94000000178,688.2600000000274,29673.139999999992,-38866.67999999956,-52.52092232833792,0.4522274325908558,0.6556477529340269
8673,STE MICHELLE WINE ESTATES,39648,Ch Ste Michelle Indn W Chard,9.03,14.99,750.0,12480,112694.40000000077,6092.0,92969.08000000191,48244.49999999942,677.8200000000314,31839.40000000002,-19725.319999998857,-21.217075612664395,0.4881410256410256,0.8249662804895477
1392,CONSTELLATION BRANDS INC,27808,Blackstone Chard Monterey,4.54,7.99,750.0,24820,112682.79999999993,12572.0,100172.28000000432,42708.80000000026,1402.3799999999642,159057.9800000001,-12510.51999999561,-12.489003944000347,0.5065269943593876,0.8889757797996178
9552,M S WALKER INC,25561,Stateland Cellars Cab Svgn 1,7.14,10.49,750.0,15780,112669.19999999947,7890.0,78849.10000000056,18775.220000000074,885.1000000000126,111103.64000000003,-33820.099999998914,-42.8921826628315,0.5,0.6998283470549265
3252,E & J GALLO WINERY,36623,Talbott Sleepy Hollow Chard,19.72,28.99,750.0,5712,112640.63999999975,2700.0,78933.00000000052,36187.60000000055,300.86000000000644,123933.81999999999,-33707.63999999923,-42.70411614913788,0.4726890756302521,0.7007506349395805
3960,DIAGEO NORTH AMERICA INC,7891,DeLeon Platinum Tequila,35.96,49.99,750.0,3132,112626.71999999943,1590.0,67754.09999999958,59696.219999999325,1254.6999999999778,514064.14,-44872.61999999985,-66.22864151394546,0.5076628352490421,0.6015810457767031
4425,MARTIGNETTI COMPANIES,39979,Little Penguin Chard Ausl,7.84,14.99,1500.0,14364,112613.75999999576,7158.0,89034.42000000253,47577.81999999941,1600.4600000000778,289858.48000000004,-23579.33999999323,-26.483398218343602,0.49832915622389307,0.7906175941555089
8352,LUXCO INC,1897,Old Ezra 7Yr Bourbon,18.24,24.99,750.0,6172,112577.28000000035,740.0,18492.600000000006,13594.5599999999,583.6400000000009,20523.199999999997,-94084.68000000034,-508.7693455760699,0.11989630589760207,0.16426582699457606
9165,ULTRA BEVERAGE COMPANY LLP,7725,Great Western Brut,6.07,8.99,750.0,18524,112440.67999999766,8882.0,88731.18000000139,30789.180000001998,992.2800000000362,136109.40000000005,-23709.499999996275,-26.72059584916588,0.4794860721226517,0.7891377035429102
9552,M S WALKER INC,5195,Jenkins Melon Liqueur,4.72,10.99,750.0,23796,112317.11999999869,11842.0,94899.5800000068,65286.39999999491,9331.780000000233,111103.64000000003,-17417.539999991888,-18.35365340920438,0.4976466633047571,0.8449253328433627
17035,PERNOD RICARD USA,6535,Sandeman Tawny Port,7.14,12.99,750.0,15728,112297.91999999662,7742.0,94396.58000000393,65486.359999996406,857.2200000000634,247560.43999999992,-17901.33999999269,-18.9639709404641,0.4922431332655137,0.8405906360510219
17035,PERNOD RICARD USA,8027,Absolut Mandrin,1.55,1.99,50.0,72404,112226.20000000096,35098.0,69845.02000000475,27967.460000007755,1815.479999999793,247560.43999999992,-42381.17999999621,-60.67888591053926,0.48475222363405335,0.6223593064721442
11567,CAMPARI AMERICA,1781,Wild Turkey Russell's Rsv,37.59,49.99,750.0,2984,112168.5599999996,1854.0,98091.46000000095,45191.29999999994,1461.6999999999832,41929.62000000001,-14077.099999998652,-14.350994469853456,0.621313672922252,0.8745004839145772
9744,FREDERICK WILDMAN & SONS,2047,Sheep Dip Scotch,25.36,34.99,750.0,4416,111989.76000000178,2264.0,79717.3600000007,67790.7599999991,1786.0199999999575,7999.860000000002,-32272.400000001086,-40.48352830550435,0.5126811594202898,0.7118272242033507
3252,E & J GALLO WINERY,7262,Gallo Sweet Vermouth,3.59,5.49,750.0,31192,111979.28000000285,15598.0,85633.02000000559,58062.239999994825,1727.4399999997856,123933.81999999999,-26346.25999999726,-30.766473026404462,0.500064119004873,0.7647220092860341
4425,MARTIGNETTI COMPANIES,16931,Caymus Spec Select Cab Svgn,109.93,165.99,750.0,1016,111688.8800000002,306.0,50792.94,19586.820000000014,34.139999999999965,289858.48000000004,-60895.94000000019,-119.89055959351869,0.30118110236220474,0.45477168362687415
9165,ULTRA BEVERAGE COMPANY LLP,6608,Patron Roca Anejo Tequila,62.96,89.99,750.0,1772,111565.11999999965,822.0,71761.78,59103.23999999965,648.619999999999,136109.40000000005,-39803.33999999965,-55.46593186512325,0.463882618510158,0.6432277399961586
3960,DIAGEO NORTH AMERICA INC,3458,Ciroc Amaretto Vodka,15.14,19.99,750.0,7364,111490.95999999892,5590.0,112084.10000000447,72649.73999999969,4405.599999999948,514064.14,593.1400000055582,0.529191919286977,0.7590983161325366,1.005320072587101
6785,PALM BAY INTERNATIONAL INC,33334,Cavit Pinot Grigio Delle Ve,6.2,8.99,187.0,17960,111351.99999999655,8842.0,79489.58000000179,42576.64000000035,256.12000000000626,27210.819999999992,-31862.41999999476,-40.08376947015451,0.4923162583518931,0.7138585746102832
4425,MARTIGNETTI COMPANIES,45885,Mer Soleil Silver Chard,12.98,19.99,750.0,8576,111316.4799999991,4108.0,82118.92000000113,47776.09999999963,456.02000000001857,289858.48000000004,-29197.55999999796,-35.55521675150813,0.47901119402985076,0.7377067618379759
17035,PERNOD RICARD USA,6975,Jacobs Crk Chard,4.79,7.99,750.0,23228,111262.11999999892,11726.0,82426.04000000331,37751.44000000111,1306.379999999991,247560.43999999992,-28836.079999995607,-34.98418703603188,0.5048217668331324,0.7408275161394022
9815,WINE GROUP INC,41713,Fish Eye Merlot,3.22,4.99,750.0,34552,111257.43999999794,17298.0,93181.02000000568,46114.699999999335,1925.7799999998358,54200.81999999998,-18076.419999992257,-19.39925104918486,0.5006367214633017,0.8375261915068998
9815,WINE GROUP INC,23516,Chloe Pnt Nr,7.58,12.99,750.0,14652,111062.16000000239,7130.0,80406.70000000158,48503.15999999913,791.480000000048,54200.81999999998,-30655.460000000807,-38.125504466667834,0.48662298662298664,0.7239792563011547
6785,PALM BAY INTERNATIONAL INC,3929,Los Amantes Mezcal,31.15,49.99,750.0,3564,111018.59999999913,1772.0,73196.28000000013,63732.59999999902,1398.079999999971,27210.819999999992,-37822.319999999,-51.672462043151555,0.49719416386083054,0.6593154660570454
11567,CAMPARI AMERICA,4818,Skyy Infusions Pacific Blueb,7.51,9.99,750.0,14780,110997.79999999925,7856.0,103141.44000000569,79105.8600000022,6192.939999999765,41929.62000000001,-7856.359999993554,-7.617074184724511,0.5315290933694181,0.9292205791466713
9165,ULTRA BEVERAGE COMPANY LLP,7992,Patron Anejo Tequila,5.55,6.99,50.0,19996,110977.80000000107,8862.0,61945.37999999968,37256.700000002,451.7400000000349,136109.40000000005,-49032.42000000139,-79.15428075508075,0.4431886377275455,0.5581781221109005
1128,BROWN-FORMAN CORP,1064,Jack Daniels Honey + Glass,18.39,26.99,750.0,6032,110928.47999999892,4450.0,103137.50000000291,71745.07999999955,3506.959999999972,137203.36000000002,-7790.979999996009,-7.553974063745765,0.7377320954907162,0.929765737347198
4425,MARTIGNETTI COMPANIES,37541,Frogs Leap Cab Svgn Napa,19.17,27.99,750.0,5784,110879.27999999956,1804.0,94555.96000000108,64683.67999999919,199.72000000000398,289858.48000000004,-16323.319999998479,-17.263131800468518,0.3118948824343015,0.8527829545790833
4425,MARTIGNETTI COMPANIES,24493,Buehler Cab Svgn Napa,14.76,23.99,750.0,7512,110877.11999999953,5900.0,141435.00000000215,68277.91999999869,657.2800000000283,289858.48000000004,30557.880000002624,21.60559974546764,0.7854100106496272,1.2756013143198772
9552,M S WALKER INC,38476,Adelsheim Pnt Nr Ore,15.89,26.99,750.0,6976,110848.63999999898,2714.0,67062.85999999994,36077.40000000068,301.64000000000755,111103.64000000003,-43785.77999999904,-65.29065417132387,0.3890481651376147,0.6049948831126891
1392,CONSTELLATION BRANDS INC,33683,R Mondavi Privt Slct Chard,10.38,17.99,1500.0,10676,110816.87999999835,5232.0,95793.68000000244,54720.259999998845,1168.5000000000514,159057.9800000001,-15023.199999995908,-15.682871771911808,0.4900711877107531,0.8644322056351331
10000,MAJESTIC FINE WINES,17168,Kendall Jackson Vntrs Rsl Rs,5.99,9.99,750.0,18500,110815.00000000109,9508.0,96096.92000000474,59403.47999999676,1054.9800000000641,35175.18000000001,-14718.07999999635,-15.315870685549154,0.5139459459459459,0.8671833235573144
1392,CONSTELLATION BRANDS INC,15889,R M Woodbridge Malbec,5.95,8.99,1500.0,18624,110812.79999999626,9094.0,91605.06000000339,51353.57999999849,2031.8800000001131,159057.9800000001,-19207.739999992875,-20.967990196166202,0.4882946735395189,0.8266649701118145
9165,ULTRA BEVERAGE COMPANY LLP,32832,Cesari Valpolicella Clsc Am,20.68,29.99,750.0,5352,110679.3600000007,4462.0,135515.38000000225,57497.099999999096,497.7400000000139,136109.40000000005,24836.020000001547,18.32708582597867,0.8337070254110612,1.2243961295041947
4425,MARTIGNETTI COMPANIES,40621,Santa Margherita Prosecco V,10.52,17.99,750.0,10516,110628.31999999886,4628.0,87575.7200000016,52270.49999999925,513.9200000000228,289858.48000000004,-23052.599999997256,-26.323049356598876,0.4400912894636744,0.7916211689737538
9165,ULTRA BEVERAGE COMPANY LLP,24151,Mas Janeil Cotes Roussillon,7.33,10.99,750.0,15092,110624.36000000157,9790.0,107592.10000000527,58950.35999999725,1088.6200000000413,136109.40000000005,-3032.2599999962986,-2.8182924210942533,0.6486880466472303,0.97258958153524
6785,PALM BAY INTERNATIONAL INC,6828,Santa Rita RSV Cab Svgn,6.62,10.99,750.0,16708,110606.96000000185,8570.0,89778.30000000229,48006.339999999196,953.1800000000562,27210.819999999992,-20828.659999999567,-23.20010514790215,0.5129279387119943,0.8116876189346564
9165,ULTRA BEVERAGE COMPANY LLP,24826,J Phelps Insignia 2012,133.33,199.99,750.0,828,110397.24000000008,232.0,46397.68,18799.060000000005,26.019999999999975,136109.40000000005,-63999.56000000008,-137.9369830560495,0.28019323671497587,0.4202793475633989
12546,JIM BEAM BRANDS COMPANY,2816,Auchentoshan 12 Yr Sngle Mlt,34.61,44.99,750.0,3188,110336.68000000119,1506.0,70196.93999999989,57691.61999999941,1187.979999999983,247761.94,-40139.7400000013,-57.181609340807974,0.472396486825596,0.6362067446655013
12546,JIM BEAM BRANDS COMPANY,1836,Tyrconnell Irish Whiskey,21.73,29.99,750.0,5076,110301.48000000013,2240.0,70217.59999999961,59930.89999999899,1766.899999999959,247761.94,-40083.880000000514,-57.08523219249979,0.44129235618597323,0.636597079205098
8664,"STOLI GROUP,(USA) LLC",1365,Stoli Mini Bar 5/50mLs Pack,6.05,7.99,50.0,18220,110230.99999999927,11594.0,92636.06000000577,57272.319999996645,590.4000000000377,37088.97999999999,-17594.939999993498,-18.993618683687973,0.6363336992316136,0.8403811994811476
12546,JIM BEAM BRANDS COMPANY,3197,Pinnacle Vodka 100 Proof,15.32,20.99,1750.0,7192,110181.43999999942,4718.0,91180.82000000218,61942.33999999817,8672.020000000299,247761.94,-19000.619999997245,-20.838395618724192,0.6560066740823137,0.8275515368105795
2242,DELICATO VINEYARDS INC,12069,Gnarly Head Pnt Grigio,5.33,7.99,750.0,20668,110160.44000000253,10468.0,87394.76000000269,44746.519999999604,1165.7800000000093,15965.299999999994,-22765.679999999847,-26.049250550032,0.5064834526804722,0.793340694717638
6785,PALM BAY INTERNATIONAL INC,5705,Bauchant Orange Liqueur,15.99,19.99,750.0,6884,110075.16000000051,3482.0,69605.17999999976,55532.21999999884,2745.6399999999485,27210.819999999992,-40469.98000000075,-58.14219573888163,0.5058105752469495,0.6323423013875196
6785,PALM BAY INTERNATIONAL INC,14975,Cavit Moscato,4.07,6.99,750.0,27044,110069.07999999619,13356.0,95898.44000000476,48037.27999999883,1486.6599999999441,27210.819999999992,-14170.639999991428,-14.776715867318305,0.4938618547552137,0.8712568506978352
4380,CHARLES JACQUIN ET CIE INC,5185,Irish Manor Irish Cream,14.61,19.99,1750.0,7516,109808.76000000189,4216.0,82235.84000000135,62669.839999998,7750.620000000305,3350.779999999999,-27572.920000000537,-33.52907929194872,0.5609366684406599,0.74890054308964
3924,HEAVEN HILL DISTILLERIES,9109,Deep Eddy Ruby Red Vodka,0.76,0.99,50.0,144372,109722.72000000109,68904.0,68214.96000000181,14525.279999997267,3600.300000000081,28139.739999999983,-41507.75999999928,-60.84847077532286,0.4772670600947552,0.6217031440708098
9165,ULTRA BEVERAGE COMPANY LLP,7728,Great Western X Dry,6.07,8.99,750.0,18068,109672.75999999732,8590.0,85814.10000000177,34025.94000000206,959.0400000000399,136109.40000000005,-23858.65999999555,-27.802727057668914,0.4754261678104937,0.782455917039052
8892,TRINCHERO FAMILY ESTATES,17162,Menage a Trois Pnt Grigio,6.12,9.99,750.0,17876,109401.12000000213,8726.0,83066.74000000212,47594.13999999921,969.4000000000611,23191.94,-26334.38000000002,-31.70267666697808,0.48814052360707094,0.7592860109658885
12546,JIM BEAM BRANDS COMPANY,2821,Auchentoshan American Oak,28.02,36.99,750.0,3904,109390.07999999952,1910.0,72902.89999999998,63245.439999998984,1506.899999999968,247761.94,-36487.17999999954,-50.0490103960193,0.48924180327868855,0.6664489138320431
5455,MARSALLE COMPANY,2593,James Oliver American Whisky,23.61,34.99,750.0,4628,109267.08000000106,2170.0,61388.29999999958,46783.59999999978,1710.8999999999635,1874.4200000000003,-47878.78000000148,-77.99333097675259,0.46888504753673294,0.5618188021497325
8892,TRINCHERO FAMILY ESTATES,37840,Los Cardos Malbec Mendoza,5.4,8.99,750.0,20228,109231.2000000021,10032.0,80155.68000000191,36354.50000000198,1118.4800000000284,23191.94,-29075.520000000193,-36.27381116347525,0.49594621316986354,0.733816711708746
8112,MOET HENNESSY USA INC,1023,Hennessy VSOP Cognac + 50mL,35.93,45.99,750.0,3040,109227.20000000006,3690.0,183413.09999999998,45376.79999999992,2906.2199999999934,96694.52,74185.89999999992,40.4474380510443,1.2138157894736843,1.6791888833550608
2000,SOUTHERN WINE & SPIRITS NE,25589,Dalliance Chardonnay,6.62,9.99,750.0,16488,109150.56000000087,7742.0,77342.58000000115,33246.72000000222,863.9000000000364,38033.180000000015,-31807.97999999972,-41.126091216506154,0.4695536147501213,0.7085861950685414
5455,MARSALLE COMPANY,2655,James Oliver Rye Whisky,21.89,34.99,750.0,4984,109099.75999999906,2290.0,64637.09999999937,50702.159999999465,1805.8799999999583,1874.4200000000003,-44462.65999999969,-68.78814179472799,0.45947030497592295,0.5924586818522783
3960,DIAGEO NORTH AMERICA INC,3252,Smirnoff Sourced Cran Apple,8.02,12.99,750.0,13600,109072.00000000076,5380.0,58236.19999999935,42635.64000000026,4240.719999999953,514064.14,-50835.80000000141,-87.29244009739986,0.39558823529411763,0.5339243802258962
1587,VINEYARD BRANDS INC,25295,Stark Conde Cab Svgn,6.89,9.99,750.0,15824,109027.35999999849,7912.0,79040.88000000067,25694.28000000118,885.8400000000211,12140.180000000002,-29986.479999997813,-37.93793793793485,0.5,0.7249637155297695
10754,PERFECTA WINES,2208,WhistlePig 10 Yr Old Rye,53.95,74.99,750.0,2020,108978.99999999991,3514.0,257544.8599999964,143440.62000000247,2768.959999999971,57441.03999999999,148565.8599999965,57.68543002566565,1.7396039603960396,2.36325218620098
9552,M S WALKER INC,27429,Grahams Six Grapes,12.9,21.99,750.0,8444,108927.60000000094,4026.0,82759.74000000145,62621.55999999818,444.68000000002655,111103.64000000003,-26167.85999999949,-31.619069852079086,0.47678825201326386,0.7597683231798069
12546,JIM BEAM BRANDS COMPANY,8170,Courvoisier VS Cognac,2.17,2.99,50.0,50132,108786.43999999862,21212.0,63423.880000001125,31072.080000006823,1088.7399999999361,247761.94,-45362.559999997495,-71.52283966227971,0.42312295539774997,0.5830127357784842
2242,DELICATO VINEYARDS INC,44337,Irony Cab Svgn,8.44,12.99,750.0,12888,108774.71999999885,6066.0,80625.34000000163,43321.42000000013,674.8000000000338,15965.299999999994,-28149.379999997225,-34.913812456476656,0.47067039106145253,0.7412139511827976
17035,PERNOD RICARD USA,3620,Powers Signature Release,31.99,39.99,750.0,3400,108766.0000000007,1602.0,64063.97999999939,54786.29999999946,1263.8799999999792,247560.43999999992,-44702.02000000131,-69.77715090445791,0.4711764705882353,0.5890074104039772
9552,M S WALKER INC,24697,Schmitt Sohne Relax Pink Ros,6.7,9.99,750.0,16228,108727.59999999845,7456.0,79633.44000000203,40984.32000000076,830.5000000000437,111103.64000000003,-29094.159999996424,-36.53510384581614,0.4594527976337195,0.7324123773540772
4425,MARTIGNETTI COMPANIES,37049,Argyle Willamette Pnt Nr,13.6,21.99,750.0,7992,108691.19999999917,3858.0,80669.4200000008,45690.25999999983,428.62000000001655,289858.48000000004,-28021.77999999837,-34.736558165409015,0.4827327327327327,0.7421890640640771
6213,MHW LTD,4580,Casamigos Reposado Tequila,22.38,29.99,375.0,4852,108587.7599999994,2796.0,80180.04000000082,63013.99999999868,1094.2799999999872,19243.160000000003,-28407.719999998575,-35.42991497634359,0.5762572135201979,0.7383892991254379
4425,MARTIGNETTI COMPANIES,19821,Castello Chianti Classico,10.32,17.99,750.0,10500,108359.99999999849,5932.0,100816.68000000343,62715.09999999777,658.0200000000386,289858.48000000004,-7543.319999995059,-7.482214252636372,0.564952380952381,0.9303864894795574
12546,JIM BEAM BRANDS COMPANY,2204,Bowmore 25 Yr Single Malt,318.51,429.99,750.0,340,108293.39999999992,12.0,5159.879999999998,5159.879999999998,9.48,247761.94,-103133.51999999992,-1998.7581106537352,0.03529411764705882,0.04764722503864503
3252,E & J GALLO WINERY,19376,The Naked Grape Pnt Grigio,11.91,17.99,3000.0,9088,108238.08000000271,4486.0,72075.14000000032,48673.719999999405,2018.7000000000837,123933.81999999999,-36162.94000000239,-50.173943470664405,0.4936179577464789,0.6658944800203266
3252,E & J GALLO WINERY,20864,W Hill Est Merlot Cntrl Cst,8.55,12.99,750.0,12656,108208.80000000136,6018.0,75489.82000000073,42506.40000000031,668.7200000000348,123933.81999999999,-32718.98000000062,-43.34224137771199,0.4755056890012642,0.6976310614293827
1128,BROWN-FORMAN CORP,1343,Jack Daniels Sinatra Select,122.96,165.99,1000.0,880,108204.79999999984,488.0,81003.1200000001,67059.95999999979,512.400000000003,137203.36000000002,-27201.679999999746,-33.58102749622448,0.5545454545454546,0.7486093038386487
4425,MARTIGNETTI COMPANIES,31558,J Lohr Los Osos Merlot,8.44,12.99,750.0,12820,108200.79999999912,7954.0,119768.46000000527,66046.13999999738,884.0800000000532,289858.48000000004,11567.660000006159,9.65835245773858,0.6204368174726989,1.1069091910596434
3252,E & J GALLO WINERY,35578,Alamos Ridge Cab Svgn Mendza,4.57,9.99,750.0,23660,108126.19999999767,11592.0,101303.2800000033,48248.85999999889,1291.7799999999606,123933.81999999999,-6822.919999994367,-6.7351422382317185,0.48994082840236686,0.9368985500277036
